id,title,company,department,skills_required,description,location,remote,stipend_min_inr,stipend_max_inr,duration_weeks,url,date_posted,role_level,sector
3667,Content Writer Intern,CRY (Child Rights and You),Humanities / Journalism,Copywriting;Fact-checking,"Content Writer Intern at CRY (Child Rights and You). Work on projects, mentored by senior staff. Required skills: Copywriting, Fact-checking.","Sydney, AU",True,15000,25000,24,https://careers.example.com/crychildrightsandyou/3667,2025-06-17,Junior,Public
3668,Finance Intern,Maruti Suzuki,Finance / Accounting,Accounting;Excel;Tally;QuickBooks;SAP;Financial Modeling,"Finance Intern at Maruti Suzuki. Work on projects, mentored by senior staff. Required skills: Accounting, Excel, Tally, QuickBooks, SAP, Financial Modeling.","Goa, IN",False,20000,30000,20,https://careers.example.com/marutisuzuki/3668,2026-02-04,Entry,Startup
3669,Content Creator Intern,Meta Platforms,Arts / Media,Video Editing;Storyboarding;Adobe Premiere;Content Creation;Illustrator,"Content Creator Intern at Meta Platforms. Work on projects, mentored by senior staff. Required skills: Video Editing, Storyboarding, Adobe Premiere, Content Creation, Illustrator.","Ahmedabad, IN",False,10000,10000,12,https://careers.example.com/metaplatforms/3669,2025-08-06,Internship,Public
3670,CAD Intern,Cyril Amarchand Mangaldas,Architecture / Civil,Revit;SketchUp,"CAD Intern at Cyril Amarchand Mangaldas. Work on projects, mentored by senior staff. Required skills: Revit, SketchUp.","Dehradun, IN",False,20000,22000,10,https://careers.example.com/cyrilamarchandmangaldas/3670,2025-07-13,Entry,Private
3671,Legal Intern,Amazon Prime Video,Law / Legal,Legal Research;Contract Review,"Legal Intern at Amazon Prime Video. Work on projects, mentored by senior staff. Required skills: Legal Research, Contract Review.","Goa, IN",False,5000,5000,16,https://careers.example.com/amazonprimevideo/3671,2025-09-10,Junior,Academic
3672,Kitchen Intern,Netflix,Culinary / Food,Kitchen Safety;Baking,"Kitchen Intern at Netflix. Work on projects, mentored by senior staff. Required skills: Kitchen Safety, Baking.","Bengaluru, IN",False,8000,8000,12,https://careers.example.com/netflix/3672,2025-03-25,Entry,Private
3673,Audit Intern,Flipkart,Finance / Accounting,Accounting;Tally;QuickBooks,"Audit Intern at Flipkart. Work on projects, mentored by senior staff. Required skills: Accounting, Tally, QuickBooks.","Jaipur, IN",True,0,20000,24,https://careers.example.com/flipkart/3673,2025-03-25,Entry,Startup
3674,Data Research Intern,BBC,Research / Policy,Literature Review;Policy Briefs;SPSS;Stata,"Data Research Intern at BBC. Work on projects, mentored by senior staff. Required skills: Literature Review, Policy Briefs, SPSS, Stata.","Ahmedabad, IN",False,10000,12000,16,https://careers.example.com/bbc/3674,2025-06-28,Internship,Academic
3675,Reporting Intern,Max Healthcare,Humanities / Journalism,Editing;Fact-checking,"Reporting Intern at Max Healthcare. Work on projects, mentored by senior staff. Required skills: Editing, Fact-checking.",Singapore,False,8000,8000,16,https://careers.example.com/maxhealthcare/3675,2025-12-10,Entry,Private
3676,Mechanical Intern,NITI Aayog,Manufacturing / Mechanical,Quality Control;Assembly;PLC;Food & Beverage,"Mechanical Intern at NITI Aayog. Work on projects, mentored by senior staff. Required skills: Quality Control, Assembly, PLC, Food & Beverage.","New York, USA",False,15000,20000,4,https://careers.example.com/nitiaayog/3676,2025-03-23,Entry,Academic
3677,Program Intern,IBM,NGO / Social Work,Case Management;Monitoring & Evaluation;Community Outreach;Fundraising,"Program Intern at IBM. Work on projects, mentored by senior staff. Required skills: Case Management, Monitoring & Evaluation, Community Outreach, Fundraising.","Toronto, CA",False,0,20000,20,https://careers.example.com/ibm/3677,2025-11-15,Entry,Academic
3678,Fashion Intern,Raymond,Fashion / Textile,Pattern Making;Sewing;Textile Knowledge;Fashion Sketching,"Fashion Intern at Raymond. Work on projects, mentored by senior staff. Required skills: Pattern Making, Sewing, Textile Knowledge, Fashion Sketching.","Mumbai, IN",False,8000,8000,16,https://careers.example.com/raymond/3678,2026-02-21,Internship,Public
3679,Customer Care Intern,Internshala,Retail / Sales,Sales Outreach;Negotiation;Merchandising;Customer Service,"Customer Care Intern at Internshala. Work on projects, mentored by senior staff. Required skills: Sales Outreach, Negotiation, Merchandising, Customer Service.","New York, USA",False,5000,20000,6,https://careers.example.com/internshala/3679,2025-03-28,Entry,Academic
3680,Reporting Intern,Dabur,Humanities / Journalism,Reporting;Editing;Fact-checking,"Reporting Intern at Dabur. Work on projects, mentored by senior staff. Required skills: Reporting, Editing, Fact-checking.","Hyderabad, IN",False,0,0,20,https://careers.example.com/dabur/3680,2025-11-28,Entry,Academic
3681,Graphic Design Intern,CRY (Child Rights and You),Design / UX,Prototyping;Wireframing;Adobe XD;Visual Design;Sketch;Figma,"Graphic Design Intern at CRY (Child Rights and You). Work on projects, mentored by senior staff. Required skills: Prototyping, Wireframing, Adobe XD, Visual Design, Sketch, Figma.","Pune, IN",False,30000,50000,20,https://careers.example.com/crychildrightsandyou/3681,2025-05-21,Entry,Private
3682,Photography Intern,McKinsey & Company,Arts / Media,Storyboarding;Content Creation;Adobe Premiere;Photoshop;Fact-checking,"Photography Intern at McKinsey & Company. Work on projects, mentored by senior staff. Required skills: Storyboarding, Content Creation, Adobe Premiere, Photoshop, Fact-checking.","Kolkata, IN",True,20000,25000,8,https://careers.example.com/mckinseyandcompany/3682,2025-04-18,Entry,Public
3683,Procurement Intern,Yash Raj Films,Logistics / Supply Chain,Route Planning;Warehouse Management;ERP;TMS,"Procurement Intern at Yash Raj Films. Work on projects, mentored by senior staff. Required skills: Route Planning, Warehouse Management, ERP, TMS.","Pune, IN",False,5000,10000,10,https://careers.example.com/yashrajfilms/3683,2026-01-10,Entry,Public
3684,Accounting Intern,Stripe,Finance / Accounting,Valuation;SAP,"Accounting Intern at Stripe. Work on projects, mentored by senior staff. Required skills: Valuation, SAP.","Hyderabad, IN",True,20000,25000,20,https://careers.example.com/stripe/3684,2025-08-03,Entry,Public
3685,Frontend Intern,Bengaluru FC,Web Development,React;MongoDB;JavaScript;HTML;PLC,"Frontend Intern at Bengaluru FC. Work on projects, mentored by senior staff. Required skills: React, MongoDB, JavaScript, HTML, PLC.","London, UK",False,3000,13000,20,https://careers.example.com/bengalurufc/3685,2025-07-15,Junior,Academic
3686,Photography Intern,Tata Motors,Arts / Media,Photography;Video Editing;Adobe Premiere,"Photography Intern at Tata Motors. Work on projects, mentored by senior staff. Required skills: Photography, Video Editing, Adobe Premiere.","London, UK",False,20000,35000,12,https://careers.example.com/tatamotors/3686,2025-03-28,Entry,NGO
3687,Medical Intern,Ola,Biotech / Medical,Research Protocols;GCP;Cell Culture;PCR;Data Analysis,"Medical Intern at Ola. Work on projects, mentored by senior staff. Required skills: Research Protocols, GCP, Cell Culture, PCR, Data Analysis.","Chennai, IN",False,25000,40000,6,https://careers.example.com/ola/3687,2026-02-11,Entry,Startup
3688,Vet Assistant Intern,Al Jazeera,Veterinary / Animal Care,Animal Handling;Vaccination;Grooming;Clinical Support,"Vet Assistant Intern at Al Jazeera. Work on projects, mentored by senior staff. Required skills: Animal Handling, Vaccination, Grooming, Clinical Support.","Berlin, DE",False,20000,35000,6,https://careers.example.com/aljazeera/3688,2025-05-12,Entry,Academic
3689,Textile Intern,Vistara,Fashion / Textile,Illustrator;Textile Knowledge,"Textile Intern at Vistara. Work on projects, mentored by senior staff. Required skills: Illustrator, Textile Knowledge.","Goa, IN",False,20000,22000,10,https://careers.example.com/vistara/3689,2025-12-02,Entry,Academic
3690,Event Intern,Zomato,Hospitality / Tourism,Food & Beverage;Event Coordination,"Event Intern at Zomato. Work on projects, mentored by senior staff. Required skills: Food & Beverage, Event Coordination.","Thane, IN",False,20000,30000,16,https://careers.example.com/zomato/3690,2025-08-07,Internship,NGO
3691,Chef Intern,Reliance Retail,Culinary / Food,Plating;Baking,"Chef Intern at Reliance Retail. Work on projects, mentored by senior staff. Required skills: Plating, Baking.","Delhi NCR, IN",False,15000,30000,8,https://careers.example.com/relianceretail/3691,2025-10-06,Junior,Public
3692,Clinical Research Intern,HSBC,Biotech / Medical,Cell Culture;Research Protocols;Clinical Research;GCP;Lab Techniques;Data Analysis,"Clinical Research Intern at HSBC. Work on projects, mentored by senior staff. Required skills: Cell Culture, Research Protocols, Clinical Research, GCP, Lab Techniques, Data Analysis.","London, UK",False,10000,25000,12,https://careers.example.com/hsbc/3692,2025-05-07,Junior,Public
3693,Machine Learning Intern,TechCrunch,Computer Science / AI,Data Analysis;Machine Learning;TensorFlow,"Machine Learning Intern at TechCrunch. Work on projects, mentored by senior staff. Required skills: Data Analysis, Machine Learning, TensorFlow.","Sydney, AU",False,0,20000,16,https://careers.example.com/techcrunch/3693,2026-03-04,Internship,NGO
3694,Process Intern,Narayana Health,Manufacturing / Mechanical,MATLAB;CAD;Assembly;PLC,"Process Intern at Narayana Health. Work on projects, mentored by senior staff. Required skills: MATLAB, CAD, Assembly, PLC.","Chennai, IN",True,0,20000,10,https://careers.example.com/narayanahealth/3694,2026-02-15,Junior,NGO
3695,Animal Care Intern,Smile Foundation,Veterinary / Animal Care,Grooming;Clinical Support;Vaccination;Animal Handling,"Animal Care Intern at Smile Foundation. Work on projects, mentored by senior staff. Required skills: Grooming, Clinical Support, Vaccination, Animal Handling.","Dehradun, IN",True,3000,8000,24,https://careers.example.com/smilefoundation/3695,2025-07-25,Entry,Public
3696,Quality Intern,SAP,Manufacturing / Mechanical,Assembly;PLC;Quality Control;CAD;MATLAB,"Quality Intern at SAP. Work on projects, mentored by senior staff. Required skills: Assembly, PLC, Quality Control, CAD, MATLAB.","London, UK",False,20000,40000,12,https://careers.example.com/sap/3696,2025-08-16,Internship,NGO
3697,Full Stack Intern,Amazon,Web Development,Node.js;JavaScript;HTML;Express;React;CSS;Bootstrap,"Full Stack Intern at Amazon. Work on projects, mentored by senior staff. Required skills: Node.js, JavaScript, HTML, Express, React, CSS, Bootstrap.","Bengaluru, IN",False,25000,27000,4,https://careers.example.com/amazon/3697,2026-01-15,Internship,Startup
3698,Product Design Intern,edX,Design / UX,User Research;Wireframing;Figma;Prototyping;Adobe XD;Sketch,"Product Design Intern at edX. Work on projects, mentored by senior staff. Required skills: User Research, Wireframing, Figma, Prototyping, Adobe XD, Sketch.","Ahmedabad, IN",False,20000,22000,4,https://careers.example.com/edx/3698,2025-10-10,Internship,NGO
3699,Public Health Intern,Morgan Stanley,Public Health / Epidemiology,Survey Design;Surveillance;Data Analysis;ERP,"Public Health Intern at Morgan Stanley. Work on projects, mentored by senior staff. Required skills: Survey Design, Surveillance, Data Analysis, ERP.",Singapore,False,20000,20000,12,https://careers.example.com/morganstanley/3699,2026-02-20,Internship,Startup
3700,Web Developer Intern,BITS Pilani,Web Development,CSS;JavaScript;Node.js;REST APIs;MongoDB;Assembly,"Web Developer Intern at BITS Pilani. Work on projects, mentored by senior staff. Required skills: CSS, JavaScript, Node.js, REST APIs, MongoDB, Assembly.","Chennai, IN",False,8000,10000,4,https://careers.example.com/bitspilani/3700,2025-11-14,Internship,Academic
3701,Medical Intern,Save the Children,Biotech / Medical,GCP;Cell Culture;Research Protocols;Lab Techniques;Data Analysis;PCR,"Medical Intern at Save the Children. Work on projects, mentored by senior staff. Required skills: GCP, Cell Culture, Research Protocols, Lab Techniques, Data Analysis, PCR.","Pune, IN",False,30000,45000,24,https://careers.example.com/savethechildren/3701,2025-08-23,Entry,Private
3702,Research Intern,Reliance Energy,Humanities / Journalism,Reporting;Copywriting;Fact-checking;Interviewing,"Research Intern at Reliance Energy. Work on projects, mentored by senior staff. Required skills: Reporting, Copywriting, Fact-checking, Interviewing.","Lucknow, IN",False,20000,40000,24,https://careers.example.com/relianceenergy/3702,2025-08-26,Internship,NGO
3703,Paralegal Intern,McKinsey & Company,Law / Legal,Legal Research;Contract Review;Case Briefing;Drafting,"Paralegal Intern at McKinsey & Company. Work on projects, mentored by senior staff. Required skills: Legal Research, Contract Review, Case Briefing, Drafting.","Bengaluru, IN",False,15000,17000,16,https://careers.example.com/mckinseyandcompany/3703,2025-07-25,Internship,Public
3704,Backend Intern,Khan Academy,Computer Science / AI,SQL;TensorFlow;Machine Learning,"Backend Intern at Khan Academy. Work on projects, mentored by senior staff. Required skills: SQL, TensorFlow, Machine Learning.","Pune, IN",False,25000,35000,12,https://careers.example.com/khanacademy/3704,2026-02-26,Junior,Public
3705,Accounting Intern,Bajaj Auto,Finance / Accounting,Financial Modeling;Tally;SAP;Excel,"Accounting Intern at Bajaj Auto. Work on projects, mentored by senior staff. Required skills: Financial Modeling, Tally, SAP, Excel.","New York, USA",False,25000,35000,12,https://careers.example.com/bajajauto/3705,2025-07-11,Entry,Startup
3706,Case Assistant Intern,Max Healthcare,Law / Legal,Contract Review;Citations;Drafting;Case Briefing;Legal Research,"Case Assistant Intern at Max Healthcare. Work on projects, mentored by senior staff. Required skills: Contract Review, Citations, Drafting, Case Briefing, Legal Research.","Jaipur, IN",False,30000,35000,4,https://careers.example.com/maxhealthcare/3706,2025-07-06,Internship,Startup
3707,Baking Intern,Maruti Suzuki,Culinary / Food,Kitchen Safety;Baking;Food Prep;Recipe Development;Plating,"Baking Intern at Maruti Suzuki. Work on projects, mentored by senior staff. Required skills: Kitchen Safety, Baking, Food Prep, Recipe Development, Plating.","New York, USA",True,5000,7000,8,https://careers.example.com/marutisuzuki/3707,2025-12-29,Entry,NGO
3708,Full Stack Intern,Stripe,Web Development,CSS;HTML;Node.js;MongoDB;REST APIs;Bootstrap;React;Clinical Support,"Full Stack Intern at Stripe. Work on projects, mentored by senior staff. Required skills: CSS, HTML, Node.js, MongoDB, REST APIs, Bootstrap, React, Clinical Support.",Singapore,False,5000,15000,20,https://careers.example.com/stripe/3708,2025-10-20,Internship,NGO
3709,Community Outreach Intern,Akshaya Patra Foundation,NGO / Social Work,Grant Writing;Monitoring & Evaluation;Fundraising,"Community Outreach Intern at Akshaya Patra Foundation. Work on projects, mentored by senior staff. Required skills: Grant Writing, Monitoring & Evaluation, Fundraising.","Goa, IN",False,25000,45000,16,https://careers.example.com/akshayapatrafoundation/3709,2025-11-13,Internship,NGO
3710,Customer Care Intern,DRDO,Retail / Sales,POS;Sales Outreach,"Customer Care Intern at DRDO. Work on projects, mentored by senior staff. Required skills: POS, Sales Outreach.","Goa, IN",False,0,5000,16,https://careers.example.com/drdo/3710,2025-08-30,Junior,Public
3711,Vet Assistant Intern,TIFR,Veterinary / Animal Care,Clinical Support;Vaccination;Animal Handling;Grooming,"Vet Assistant Intern at TIFR. Work on projects, mentored by senior staff. Required skills: Clinical Support, Vaccination, Animal Handling, Grooming.","New York, USA",False,3000,3000,6,https://careers.example.com/tifr/3711,2025-09-06,Junior,Academic
3712,Machine Learning Intern,National Centre for Biological Sciences (NCBS),Computer Science / AI,Python;SQL;Computer Vision;Machine Learning;TensorFlow;Research Protocols,"Machine Learning Intern at National Centre for Biological Sciences (NCBS). Work on projects, mentored by senior staff. Required skills: Python, SQL, Computer Vision, Machine Learning, TensorFlow, Research Protocols.","Pune, IN",False,20000,20000,16,https://careers.example.com/nationalcentreforbiologicalsciencesncbs/3712,2025-05-24,Junior,Academic
3713,Policy Intern,Save the Children,Research / Policy,SPSS;Literature Review;Policy Briefs;Quantitative Analysis;Qualitative Methods,"Policy Intern at Save the Children. Work on projects, mentored by senior staff. Required skills: SPSS, Literature Review, Policy Briefs, Quantitative Analysis, Qualitative Methods.","Sydney, AU",False,30000,32000,8,https://careers.example.com/savethechildren/3713,2025-08-18,Entry,Private
3714,Research Assistant - Legal,Ola,Law / Legal,Drafting;Case Briefing,"Research Assistant - Legal at Ola. Work on projects, mentored by senior staff. Required skills: Drafting, Case Briefing.","New York, USA",False,0,5000,8,https://careers.example.com/ola/3714,2026-01-24,Internship,Startup
3715,Teaching Intern,Delhi University,Education / Teaching,Communication;Assessment Design,"Teaching Intern at Delhi University. Work on projects, mentored by senior staff. Required skills: Communication, Assessment Design.","Berlin, DE",False,25000,35000,4,https://careers.example.com/delhiuniversity/3715,2025-12-15,Internship,Academic
3716,Warehouse Intern,Tata CLiQ,Logistics / Supply Chain,Inventory Control;Route Planning;Warehouse Management,"Warehouse Intern at Tata CLiQ. Work on projects, mentored by senior staff. Required skills: Inventory Control, Route Planning, Warehouse Management.","Delhi NCR, IN",False,3000,5000,10,https://careers.example.com/tatacliq/3716,2025-10-02,Internship,Startup
3717,Research Assistant,Teach For India,Research / Policy,Qualitative Methods;SPSS;Literature Review;Policy Briefs;Quantitative Analysis,"Research Assistant at Teach For India. Work on projects, mentored by senior staff. Required skills: Qualitative Methods, SPSS, Literature Review, Policy Briefs, Quantitative Analysis.",Singapore,False,25000,40000,24,https://careers.example.com/teachforindia/3717,2026-02-25,Internship,Private
3718,Vet Assistant Intern,Kokilaben Dhirubhai Ambani Hospital,Veterinary / Animal Care,Clinical Support;Vaccination;Animal Handling,"Vet Assistant Intern at Kokilaben Dhirubhai Ambani Hospital. Work on projects, mentored by senior staff. Required skills: Clinical Support, Vaccination, Animal Handling.","Goa, IN",False,0,2000,16,https://careers.example.com/kokilabendhirubhaiambanihospital/3718,2025-07-15,Entry,Private
3719,TA - Undergraduate,Cognizant,Education / Teaching,Assessment Design;TAP (Teaching Assistant),"TA - Undergraduate at Cognizant. Work on projects, mentored by senior staff. Required skills: Assessment Design, TAP (Teaching Assistant).","New York, USA",False,3000,8000,6,https://careers.example.com/cognizant/3719,2025-05-03,Internship,Public
3720,Marketing Intern,Salesforce,Marketing / Business,SEO;Communication;Market Research;Excel;Social Media;Branding,"Marketing Intern at Salesforce. Work on projects, mentored by senior staff. Required skills: SEO, Communication, Market Research, Excel, Social Media, Branding.","Chennai, IN",False,25000,30000,24,https://careers.example.com/salesforce/3720,2025-12-09,Internship,Public
3721,Investment Research Intern,HSBC,Finance / Accounting,Excel;Valuation;QuickBooks;Tally;Financial Modeling;SAP;PCR,"Investment Research Intern at HSBC. Work on projects, mentored by senior staff. Required skills: Excel, Valuation, QuickBooks, Tally, Financial Modeling, SAP, PCR.","Berlin, DE",False,15000,15000,10,https://careers.example.com/hsbc/3721,2026-02-09,Entry,Public
3722,Graphic Design Intern,ITC,Design / UX,Prototyping;Adobe XD;Illustrator,"Graphic Design Intern at ITC. Work on projects, mentored by senior staff. Required skills: Prototyping, Adobe XD, Illustrator.","New York, USA",False,20000,35000,4,https://careers.example.com/itc/3722,2025-08-18,Junior,Startup
3723,Marketing Intern,Narayana Health,Marketing / Business,Excel;Communication;Market Research;Google Analytics;Branding;Prototyping,"Marketing Intern at Narayana Health. Work on projects, mentored by senior staff. Required skills: Excel, Communication, Market Research, Google Analytics, Branding, Prototyping.","Hyderabad, IN",False,10000,10000,10,https://careers.example.com/narayanahealth/3723,2025-07-25,Internship,Startup
3724,Retail Operations Intern,State Bank of India,Retail / Sales,Negotiation;Sales Outreach;Customer Service;Merchandising,"Retail Operations Intern at State Bank of India. Work on projects, mentored by senior staff. Required skills: Negotiation, Sales Outreach, Customer Service, Merchandising.","Chennai, IN",False,8000,18000,16,https://careers.example.com/statebankofindia/3724,2025-12-05,Internship,Academic
3725,Community Outreach Intern,Oracle,NGO / Social Work,Monitoring & Evaluation;Case Management;Fundraising;Sketch,"Community Outreach Intern at Oracle. Work on projects, mentored by senior staff. Required skills: Monitoring & Evaluation, Case Management, Fundraising, Sketch.","Chennai, IN",False,3000,3000,10,https://careers.example.com/oracle/3725,2025-10-03,Internship,Startup
3726,Customer Care Intern,Kendriya Vidyalaya Sangathan,Retail / Sales,Sales Outreach;POS,"Customer Care Intern at Kendriya Vidyalaya Sangathan. Work on projects, mentored by senior staff. Required skills: Sales Outreach, POS.","Hyderabad, IN",False,15000,20000,12,https://careers.example.com/kendriyavidyalayasangathan/3726,2025-04-30,Entry,Academic
3727,Technical Documentation Intern,Swiggy,Aviation / Aerospace,Technical Documentation;Flight Ops;Maintenance Protocols;Aircraft Systems,"Technical Documentation Intern at Swiggy. Work on projects, mentored by senior staff. Required skills: Technical Documentation, Flight Ops, Maintenance Protocols, Aircraft Systems.","Dehradun, IN",False,5000,15000,4,https://careers.example.com/swiggy/3727,2025-09-20,Internship,Private
3728,Full Stack Intern,BBC,Web Development,Bootstrap;CSS,"Full Stack Intern at BBC. Work on projects, mentored by senior staff. Required skills: Bootstrap, CSS.","Lucknow, IN",False,15000,35000,16,https://careers.example.com/bbc/3728,2026-02-20,Entry,Private
3729,Urban Planning Intern,ITC Hotels,Architecture / Civil,Site Visits;Revit,"Urban Planning Intern at ITC Hotels. Work on projects, mentored by senior staff. Required skills: Site Visits, Revit.","Dehradun, IN",False,30000,32000,6,https://careers.example.com/itchotels/3729,2025-10-08,Internship,NGO
3730,Flight Ops Intern,Adani Ports,Aviation / Aerospace,Aircraft Systems;Flight Ops,"Flight Ops Intern at Adani Ports. Work on projects, mentored by senior staff. Required skills: Aircraft Systems, Flight Ops.","Jaipur, IN",True,30000,35000,10,https://careers.example.com/adaniports/3730,2025-05-26,Entry,Academic
3731,Clinical Support Intern,Lupin,Veterinary / Animal Care,Animal Handling;Vaccination;Clinical Support;Grooming,"Clinical Support Intern at Lupin. Work on projects, mentored by senior staff. Required skills: Animal Handling, Vaccination, Clinical Support, Grooming.",Singapore,False,5000,7000,16,https://careers.example.com/lupin/3731,2025-03-27,Entry,NGO
3732,Clinical Research Intern,Amazon,Biotech / Medical,Lab Techniques;Data Analysis;PCR;GCP;Research Protocols;Clinical Research,"Clinical Research Intern at Amazon. Work on projects, mentored by senior staff. Required skills: Lab Techniques, Data Analysis, PCR, GCP, Research Protocols, Clinical Research.","Goa, IN",False,20000,20000,24,https://careers.example.com/amazon/3732,2026-01-21,Junior,NGO
3733,Software Engineering Intern,Britannia,Computer Science / AI,Deep Learning;Git;TensorFlow,"Software Engineering Intern at Britannia. Work on projects, mentored by senior staff. Required skills: Deep Learning, Git, TensorFlow.","Delhi NCR, IN",False,15000,17000,10,https://careers.example.com/britannia/3733,2025-05-17,Internship,Public
3734,Urban Planning Intern,Coursera,Architecture / Civil,Revit;Site Visits,"Urban Planning Intern at Coursera. Work on projects, mentored by senior staff. Required skills: Revit, Site Visits.","Hyderabad, IN",False,8000,23000,24,https://careers.example.com/coursera/3734,2025-03-28,Internship,Public
3735,Frontend Intern,Apollo Hospitals,Computer Science / AI,C++;Deep Learning;SQL;Java;Computer Vision;NLP;Financial Modeling,"Frontend Intern at Apollo Hospitals. Work on projects, mentored by senior staff. Required skills: C++, Deep Learning, SQL, Java, Computer Vision, NLP, Financial Modeling.","Toronto, CA",False,8000,18000,16,https://careers.example.com/apollohospitals/3735,2025-12-09,Entry,Startup
3736,Architectural Intern,Cambridge University,Architecture / Civil,AutoCAD;Construction Drawings;Revit;Site Visits,"Architectural Intern at Cambridge University. Work on projects, mentored by senior staff. Required skills: AutoCAD, Construction Drawings, Revit, Site Visits.","New York, USA",False,10000,25000,10,https://careers.example.com/cambridgeuniversity/3736,2025-11-11,Junior,Private
3737,Baking Intern,World Bank,Culinary / Food,Plating;Kitchen Safety;Baking;Food Prep,"Baking Intern at World Bank. Work on projects, mentored by senior staff. Required skills: Plating, Kitchen Safety, Baking, Food Prep.","London, UK",True,20000,30000,6,https://careers.example.com/worldbank/3737,2026-03-07,Internship,Startup
3738,Merchandising Intern,MIT,Retail / Sales,Negotiation;Customer Service;Sales Outreach;POS,"Merchandising Intern at MIT. Work on projects, mentored by senior staff. Required skills: Negotiation, Customer Service, Sales Outreach, POS.","Jaipur, IN",False,15000,15000,24,https://careers.example.com/mit/3738,2025-05-27,Junior,Academic
3739,Visual Design Intern,Smile Foundation,Design / UX,Adobe XD;Illustrator,"Visual Design Intern at Smile Foundation. Work on projects, mentored by senior staff. Required skills: Adobe XD, Illustrator.","Berlin, DE",False,10000,20000,24,https://careers.example.com/smilefoundation/3739,2025-07-08,Internship,NGO
3740,Design Intern,Hindustan Times,Fashion / Textile,Pattern Making;Sewing;Textile Knowledge,"Design Intern at Hindustan Times. Work on projects, mentored by senior staff. Required skills: Pattern Making, Sewing, Textile Knowledge.","London, UK",False,25000,45000,6,https://careers.example.com/hindustantimes/3740,2026-01-25,Junior,Startup
3741,UI/UX Design Intern,Aero India,Design / UX,Adobe XD;Wireframing;Sketch;Deep Learning,"UI/UX Design Intern at Aero India. Work on projects, mentored by senior staff. Required skills: Adobe XD, Wireframing, Sketch, Deep Learning.",Singapore,False,25000,25000,8,https://careers.example.com/aeroindia/3741,2025-04-26,Junior,Private
3742,Research Assistant - Legal,HDFC Bank,Law / Legal,Legal Research;Citations;Drafting;Case Briefing;Plating,"Research Assistant - Legal at HDFC Bank. Work on projects, mentored by senior staff. Required skills: Legal Research, Citations, Drafting, Case Briefing, Plating.","Kolkata, IN",False,15000,20000,24,https://careers.example.com/hdfcbank/3742,2025-08-07,Internship,Startup
3743,Teaching Intern,Khan Academy,Education / Teaching,Lesson Planning;Assessment Design;Communication;Subject Knowledge;Plating,"Teaching Intern at Khan Academy. Work on projects, mentored by senior staff. Required skills: Lesson Planning, Assessment Design, Communication, Subject Knowledge, Plating.","Toronto, CA",False,8000,13000,12,https://careers.example.com/khanacademy/3743,2025-07-22,Entry,Private
3744,Site Intern,Ryan International School,Architecture / Civil,Site Visits;AutoCAD;SketchUp;Revit;Construction Drawings,"Site Intern at Ryan International School. Work on projects, mentored by senior staff. Required skills: Site Visits, AutoCAD, SketchUp, Revit, Construction Drawings.","Kolkata, IN",False,15000,30000,10,https://careers.example.com/ryaninternationalschool/3744,2025-03-17,Entry,NGO
3745,Production Intern,Tata Motors,Manufacturing / Mechanical,CAD;Assembly;Video Editing,"Production Intern at Tata Motors. Work on projects, mentored by senior staff. Required skills: CAD, Assembly, Video Editing.",Singapore,False,25000,35000,6,https://careers.example.com/tatamotors/3745,2025-12-21,Junior,Private
3746,M&E Intern,DRDO,NGO / Social Work,Grant Writing;Monitoring & Evaluation;Fundraising,"M&E Intern at DRDO. Work on projects, mentored by senior staff. Required skills: Grant Writing, Monitoring & Evaluation, Fundraising.","Sydney, AU",False,10000,20000,24,https://careers.example.com/drdo/3746,2025-06-30,Junior,Academic
3747,Supply Chain Intern,IBM,Logistics / Supply Chain,Route Planning;TMS;Warehouse Management,"Supply Chain Intern at IBM. Work on projects, mentored by senior staff. Required skills: Route Planning, TMS, Warehouse Management.",Singapore,False,3000,8000,20,https://careers.example.com/ibm/3747,2025-04-22,Internship,Private
3748,Lab Research Intern,Akshaya Patra Foundation,Biotech / Medical,Clinical Research;Cell Culture;Research Protocols;Lab Techniques;GCP,"Lab Research Intern at Akshaya Patra Foundation. Work on projects, mentored by senior staff. Required skills: Clinical Research, Cell Culture, Research Protocols, Lab Techniques, GCP.","Bengaluru, IN",False,5000,10000,12,https://careers.example.com/akshayapatrafoundation/3748,2025-05-17,Internship,Academic
3749,Content Creator Intern,Scroll.in,Arts / Media,Photoshop;Adobe Premiere;Video Editing,"Content Creator Intern at Scroll.in. Work on projects, mentored by senior staff. Required skills: Photoshop, Adobe Premiere, Video Editing.","Kolkata, IN",False,0,0,20,https://careers.example.com/scrollin/3749,2025-11-07,Internship,Academic
3750,Design Intern,Red Chillies Entertainment,Fashion / Textile,Sewing;Illustrator;Pattern Making;Fashion Sketching;Textile Knowledge,"Design Intern at Red Chillies Entertainment. Work on projects, mentored by senior staff. Required skills: Sewing, Illustrator, Pattern Making, Fashion Sketching, Textile Knowledge.","Pune, IN",False,3000,5000,24,https://careers.example.com/redchilliesentertainment/3750,2025-06-05,Entry,Public
3751,Tutorial Assistant,TechCrunch,Education / Teaching,Classroom Management;Communication;Lesson Planning,"Tutorial Assistant at TechCrunch. Work on projects, mentored by senior staff. Required skills: Classroom Management, Communication, Lesson Planning.","Toronto, CA",False,15000,17000,4,https://careers.example.com/techcrunch/3751,2025-07-08,Entry,Private
